id,name,permissions
2,client_team,"1,2,3,4,9,10,11,12,5,6,7,8,13,14,15,16,17,18,19,20,45,46,47,48,41,42,43,44,37,38,39,40,25,26,27,28,33,34,35,36,29,30,31,32,21,22,23,24"
1,dev_team,"1,2,3,4,9,10,11,12,5,6,7,8,13,14,15,16,17,18,19,20,45,46,47,48,41,42,43,44,37,38,39,40,25,26,27,28,33,34,35,36,29,30,31,32,21,22,23,24"
